,id,title,description
0,2725ad93-e70c-406c-b5ab-22ed3e9dfff1,PHP Software Engineer,"We are looking for a  Php Engineer who has advanced experience with one of the following frameworks (Symfony, Laravel)Our ideal candidate should be ready to get challenged by working on some of the most complex problems.What's unique about our company?Always Play station and sometimes Counter Strike, Ping-Pong, Chess, Risk, & Monopoly.Unlimited paid vacations.Friendly management team.Great team spirit and working environment.Annual Fun TripsStrategy workshops where full team participating in deciding where the company should go.A unique chance to learn how to build your startup company"
1,ad9eaaf0-f329-47ec-b520-6a9204c3bcb2,React and Laravel frontend engineer,"We are looking for a software engineer to join our fast-growing start-up Libertas. Libertas is a Discord bot that provides several features for Discord servers to maintain and moderate their servers. We are a distributed team with team members in Sydney Australia, the USA, and the Netherlands.We need an engineer to assist us in adding features and expanding our functionalities for our users in our web app. The web app is built with Laravel and ReactJS with MySQL as the database and Redis as the caching database."
2,d33e9387-44a8-4219-bf66-8d98160f7059,Senior Software Engineer(few period remotely.),"Key responsibilities::- Participate in requirements analysis Write clean, scalable code using .NET programming languages Test and deploy applications and systems Revise, update, refactor and debug code Improve existing software Develop documentation throughout the software development life cycle (SDLC) Excellent written and verbal communication skills in both English and Arabic Critical thinker and problem-solving skills Planning and Estimation of assigned work under Agile process"
3,928d81fb-ecb6-4f78-9967-b5b471471f6e,Business Consultants in Egypt,"We are looking for various business consultants specializing in different business services. The desired experts should be highly experienced in providing solutions in various business areas, including finance, marketing, operations, strategy, technology, and so on.  If you are the one, join us to advance the productivity of global corporates with your business expertise.Job DescriptionLocation: EgyptPay: Ranges from USD1000 – USD5,000Flexible Work ArrangementsAreas of Expertise:  Management, Marketing,  Software/IT, Human Resources (HR), Strategy, eCommerce, Construction, Retail, Science/Medical Research, Sales, Digital Transformation, Compliance, SEO, Leadership, Environmental, Innovation, Business Process, Public Relations (PR), Procurement, UI/UX, Design/Branding, Financial, Non-Profit/Governance, Operations, Entrepreneurship, Franchising, Funding, Licensing, International Expansion, Leadership, Joint Venture & Merger. ResponsibilitiesAs a business consultant, here are some of your responsibilities (may vary subject to different types of consulting work):Coordinating and performing designated business tasks for clients per their requirements.Assembling and presenting recommendations based on research.Interacting with assigned clients and performing a preliminary analysis of a challenging situation when necessary.Creating comprehensive project blueprints to support enhancements and make necessary modifications.Monitoring and evaluating a project's performanceGathering data on the client's business through a range of techniques, such as shadowing, interviews, surveys, and reviewing reportsAnalysing the findings to find potential flaws and issues and understand their underlying causesMeeting and advising chief executives throughout the entire consultation processDeveloping operational reports with recommendations and alternatives that address the demands, resources and constraints of the clientsCommunicating observations and proposals to clients, along with meticulous rationale and constructive feedbackPreparing extensive business plans to implement minor or significant changesHelping the company leaders implement the plan and handle any potential and unexpected disagreementsGiving direction for any recurring problems and challengesReviewing and optimizing the existing business procedures in collaboration with the executive management teamEstablishing procedures for testing business applications and developing templates for reports that can assess the efficacy of applicationsMaintaining close communication with important clients to inform them of process improvements designed to enhance serviceEnsuring the customer service team is receiving the data it might require for delivering high-quality service and enhancing customer experience by focusing on the flow of communication between various departmentsReporting on the status of new projects and the company's overall health routinely to the management team, etc. "
4,cdb50d5e-ade4-4277-9e61-219a49292e8d,Full Stack PHP Developer,"Write “clean”, well-designed codeProduce detailed specificationsTroubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionalityContribute in all phases of the development lifecycleFollow industry best practicesDevelop and deploy new features to facilitate related procedures and tools if necessaryPerform a mix of maintenance, enhancements, and new development as requiredWork in a data analyst role and with business intelligence applicationsDocument features, technical specifications & infrastructure ResponsibilitiesWork cross-functionally to convert business needs into technical specifications"
5,b2a6afd9-db79-4392-92d2-56fb0e2a7c40,Sr. Software Engineer (QA),"Work with software developers and project support teams, test current products, identify deficiencies, and suggest solutions to identified product problemsInvestigate product quality to make improvements to achieve better customer satisfaction.Regularly review testing documents, identifying critical KPIs for product quality, record and document res, ults, and compare to expected results.Estimate, prioritize, plan and coordinate testing activitiesDesign, execute and maintain test cases and report issues through h bug-tracking systemDesign and execute test cases and test scripts on test management tools,Perform compatibility testing on the softwareTest in a different environments including web and mobile and run manual and automated tests.Work towards departmental and project deadlinesProvide objective feedback the o software development project team and communicate findings to technical and non-technical colleagues.Prepare and present test reports.Train, mentor, and supervise junior software testing engineers."
6,37a36515-4500-4ab7-a824-51b81f719cd1,Senior UI UX Designer,"Gather and evaluate user requirements in collaboration with product managers and engineersIllustrate design ideas using storyboards, process flows and sitemapsDesign graphic user interface elements, like menus, tabs and widgetsBuild page navigation buttons and search fieldsDevelop UI mockups and prototypes that clearly illustrate how sites function and look likeCreate original graphic designs (e.g. images, sketches and tables)Prepare and present rough drafts to internal teams and key stakeholdersIdentify and troubleshoot UX problems (e.g. responsiveness)Conduct layout adjustments based on user feedbackAdhere to style standards on fonts, colors and images"
7,d2bf6cb4-1918-482a-8d41-c6fe38f0afc3,Product Owner,Strategizing and presenting ideas to stakeholders.Defining product features according to customer needs.Leading the development process.Acting as the main point of contact between teams and stakeholders.Managing and prioritizing product backlog items.Assisting the product development team to meet the objectives of each sprint.Adjusting and improving each iteration of the product before release.Identifying areas of improvement.Keeping customers and stakeholders informed of the status of the product.
8,1d1a8f03-f919-4f73-b589-a6d239cccb1a,Head of Data Analytics,"Guide the future direction of data strategy and processes, including intake, sources, database design and structure, data integrity and database tools.Transform data and information into insights that inform high-level strategy and tactical decision-making in support of revenue and profitability objectives.Be a champion for a data driven culture, lead a team of cross-functional analysts and support and train staff in data systems and reporting.Develop and execute a plan to maximize self-service capabilities for internal users and customers.Proactively communicate and collaborate with internal and external customers to ensure information needs are formalized and understood and be conversant in the functional requirements for information exchange.Oversee internal and external application/tool development, integration and support. Where required, supervise and evaluate external consultants.Liaising with HSB US, UK and Munich Re as we forecast our needs, and business requirements.Implementing business intelligence and analytics solutions and gaining support of multiple stakeholders.Implementing formal data governance approach and increasing the maturity of the enterprise data capability and environment.Influencing and effecting business process changes to support an efficient and cost-effective business operations environment."
9,8f0e1e77-e9a6-4188-8a5c-0d7510e581eb,Mid Fullstack Developer,"We’re looking for a Mid Fullstack Developer for a European company providing a digital coaching framework. The successful candidate will join a team of young, curious, and ambitious people who are passionately working on building an outstanding brand across Europe and worldwide, having a great learning opportunity to contribute to modern data projects from A to Z.Responsibilities:Lead the development effort of the web application by internal/external developers and design the software architectureBe closely in contact with the business & operations and translate their needs into the application features accuratelyDefine and lead the tech roadmapProactively search for ways to improve the codebase, save development and maintenance costsPromote best practices among the developers (either internal or external) and make sure they follow standard software engineering concepts such as TDD, multi-threading, serverless, caching, security, etc.Collaborate with the data team to set up and maintain a fully cloud-based tech & dataWhy work with us?B2B contractRemote workLong-term cooperationGreat opportunity to exchange experiences and knowledge with other professionalsCareer development and professional growth   "
10,827dd011-683a-4116-a337-ef9398826702,Cyber Security Manager,"- Develop and implement a comprehensive cyber security strategy for the organization.- Manage and oversee the day-to-day operations of the cyber security team.- Conduct regular risk assessments to identify vulnerabilities in the organization's infrastructure and systems.- Develop and implement security policies, procedures, and best practices to safeguard against cyber attacks.- Implement and manage security technologies, such as firewalls, intrusion detection and prevention systems, and antivirus software.- Communicate effectively with senior management and other stakeholders to ensure that they are aware of the organization's security posture.- Manage a team of cyber security professionals and provide guidance, support, and mentorship as needed."
