,designation,location,jobInfo,description,experience,company,jobId,jdURL,latestPostedDate,vacancies,isTopEmployer,isFeaturedEmployer,isPremium,isWebJob,isQuickWebJob,logoUrl,tELogoUrl,isApplied,isTopEmployerLite,whitelistedkeywords,keywords,keywordsAr,email,isFormBasedApply,jobRedirection,shortlisted,expiringSoon,isArchived,bitFlag,recruiterActive,designationSeo,isConfidentialCompany,isConsultant,jobSource,isEasyApply
0,IT Specialist,Cairo - Egypt,"Experience from 2 to 4 Years Maximum;Good understanding of Windows Server, CCNA, and Firewall fundamentals;Good Knowledge of MCSA, CCNA","• Provide technical support for users.• Perform installation, configuration, and troubleshooting of Hardware, Software, and LAN / WAN infrastructure.• Troubleshoot the network and system services.• Apply the application of all IT policies and regulations• Setup and configure surveillance cameras.• Configuring attendance machines and its' reporting system service.• Good understanding of Windows Server, CCNA, and Firewall fundamentals","{'min': '2', 'max': '4'}","{'name': 'Times Development', 'id': '20010162', 'url': None}",130323500791,it-specialist-jobs-in-cairo-egypt-in-times-development-2-to-4-years-n-cd-20010162-jid-130323500791,1678680000,1,False,False,False,True,False,,,False,False,it specialist,IT Specialist,IT Specialist,,False,False,False,False,False,0,True,IT Specialist,False,True,WEB,False
1,IT Specialist,Alexandria - Egypt,"Professional certification (e.g;Good communication ability, both written and verbal",Installing new software and hardware components.Regularly evaluating our IT systems to ensure they meet the necessary demands.Assisting with network administration tasks.Ensuring data storage is safe and secure.Resolving all issues coworkers have with their IT systems and software.Educating coworkers about network security and best practices for computer usage.Supporting the day-to-day operations of our computer network.,"{'min': '2', 'max': '4'}","{'name': 'My Mall', 'id': '20010162', 'url': None}",130323500831,it-specialist-jobs-in-alexandria-egypt-in-my-mall-2-to-4-years-n-cd-20010162-jid-130323500831,1678680000,1,False,False,False,True,False,,,False,False,it specialist,IT Specialist,IT Specialist,,False,False,False,False,False,0,True,IT Specialist,False,True,WEB,False
2,IT Network Engineer,Cairo - Egypt,"Hands-on experience with monitoring, network diagnostic and network analytics tools;Proven hands-on network engineering experience;Performing disaster recovery operations and da...","• Maintaining and administering computer networks and related computing environments including systems software, applications software, hardware, and configurations.• Performing disaster recovery operations and data backups when required.• Protecting data, software, and hardware by coordinating, planning and implementing network security measures.• Troubleshooting, diagnosing and resolving hardware, software, and other network and system problems.• Replacing faulty network hardware components when required.• Maintaining, configuring, and monitoring virus protection software and email applications.• Monitoring network performance to determine if adjustments need to be made.• Conferring with network users about solving existing system problems.• Operating master consoles to monitor the performance of networks and computer systems.• Coordinating computer network access and use.• Designing, configuring and testing networking software, computer hardware, and operating system software.","{'min': '3', 'max': '5'}","{'name': 'LIVING IN INTERIORS - EG...', 'id': '20010162', 'url': None}",130323500795,it-network-engineer-jobs-in-cairo-egypt-in-living-in-interiors-eg-3-to-5-years-n-cd-20010162-jid-130323500795,1678680000,1,False,False,False,True,False,,,False,False,it network engineer,IT Network Engineer,IT Network Engineer,,False,False,False,False,False,0,True,IT Network Engineer,False,True,WEB,False
3,Sales Account Manager (IT Solutions),Cairo - Egypt,Must have experience in Networks and cyber security sales questions and details;Hands on experience in sales and an ability to deliver excellent customer experience;Preferred ex...,Chosen Candidate will be required to do the following:• Generate new leads with respect to handling current clients portfolios• Day to day normal sales funnel (target calls-weekly visits)• Achieve target sales objectives set by top management monthly-quietly-yearly basis.• Resolve conflicts and provide solutions to customers in a timely manner• Supervise account representatives to ensure sales increase• Report on the status of accounts and transactions weekly-monthly-quarterly.• Monitor sales metrics (e.g. quarterly sales results and annual forecasts)• Suggest actions to improve sales performance and identify opportunities for growth• Must have experience in Networks and cyber security sales questions and detailsPreferred experience of sales details of:• Ccna• Mcsa• HCI and data center,"{'min': '3', 'max': '7'}","{'name': 'Injaz Tech for advanced systems', 'id': '20010162', 'url': None}",130323500073,sales-account-manager-it-solutions-jobs-in-cairo-egypt-in-injaz-tech-for-advanced-systems-3-to-7-years-n-cd-20010162-jid-130323500073,1678680000,1,False,False,False,True,False,,,False,False,sales account manager,Sales Account Manager,Sales Account Manager,,False,False,False,False,False,0,True,Sales Account Manager  IT Solutions ,False,True,WEB,False
4,IT HelpDesk,Cairo - Egypt,"What you should have!;Good communication ability, both","Job DescriptionCountry:EgyptCity:CairoDescription:We re seeking anIT Help Desk is a professional who provides technical support and assistance tocustomers, whether on the phone or in person. Their primary intention is to abilityto properly operate any machinery or technology they may be having trouble withWhat you'll do!• Installing new software and hardware components.• Assistingwith network administration tasks.• Resolvingall issues coworkers have with their IT systems and software.• Educatingcoworkers about network security and best practices for computer usage.• Supportingthe day-to-day operations of our computer network• Managingdaily backups• Helpin purchasing all needed devices.RequirementsWhat you should have!• A bachelor's degree in information technology,software engineering, computer science, or a related field.• Professional training (e.g. CCNA,MCSE,RHCSA,Network).• Strong analytical, diagnostic, andproblem-solving skills.• Good communication ability, bothwritten and verbal.• Personable, professional demeanor.• Windows & Linux admin hardworking and knowledge.{{getI18n('zr.careers.publicpage.meta.viewapplication')}} {{getI18n(data[0].applynow)}} I'm interested","{'min': '1', 'max': '3'}","{'name': 'KN', 'id': '10004119', 'url': 'knowledgenet-careers-cid-1000437'}",070323500936,it-helpdesk-jobs-in-cairo-egypt-in-kn-1-to-3-years-n-cd-10004119-jid-070323500936,1678165200,1,False,False,False,True,False,https://static.naukimg.com/ni/nipjp/10004119/10004119.gif,https://static.naukimg.com/ni/nipjp/10004119/10004119.gif,False,False,it helpdesk,IT HelpDesk,IT HelpDesk,,True,False,False,False,False,1,False,IT HelpDesk,False,False,FBA,True
5,IT Help Desk Specialist,Cairo - Egypt,1-2 years of experience in a similar position;Bachelor s degree in Computer Science or Engineering,"• Responsible for providing the first level of resolution in troubleshooting network, hardware, and software issues.• Responsible for providing on-time problem resolution.• Ability to work with different levels of knowledge and diagnose different problems.• Ability to identify the different problems which need escalation to different teams and follow up with them till resolution.• Can work with different tasks smoothly and effectively.• Responsible for dealing with different providers to report and follow up with them on any outage during working hours.• Handle different requests using the ticket system or e-mail.• Deliver the knowledge needed to the customers in a simple way","{'min': '1', 'max': '2'}","{'name': 'Centro CDX', 'id': '20010162', 'url': None}",070323500127,it-help-desk-specialist-jobs-in-cairo-egypt-in-centro-cdx-1-to-2-years-n-cd-20010162-jid-070323500127,1678165200,1,False,False,False,True,False,,,False,False,,IT Help Desk Specialist,IT Help Desk Specialist,,False,False,False,False,False,0,False,IT Help Desk Specialist,False,True,WEB,False
6,IT Account Manager,Cairo - Egypt,"Experience delivering client-focused solutions to customer needs;Proven work experience as an Account Manager, Key Account Manager, Sales Account Manager;Solid experience with s...","• Serve as the lead point of contact for all customer account management matters• Build and maintain strong, long-lasting client relationships• Negotiate contracts and close agreements to maximize profits• Develop trusted advisor relationships with key accounts, customer stakeholders and executive sponsors• Ensure the timely and successful delivery of our solutions according to customer needs and objectives• Clearly communicate the progress of monthly/quarterly initiatives to internal and external stakeholders• Develop new business with existing clients and/or identify areas of improvement to meet sales quotas• Forecast and track key account metrics (e.g. quarterly sales results and annual forecasts)• Prepare reports on account status• Collaborate with sales team to identify and grow opportunities within territory• Assist with challenging client requests or issue escalations as needed","{'min': '1', 'max': '3'}","{'name': 'wnpro', 'id': '20010162', 'url': None}",090323500774,it-account-manager-jobs-in-cairo-egypt-in-wnpro-1-to-3-years-n-cd-20010162-jid-090323500774,1678338000,1,False,False,False,True,False,,,False,False,,IT Account Manager,IT Account Manager,,False,False,False,False,False,0,False,IT Account Manager,False,True,WEB,False
7,Store IT Operations Leader,Cairo - Egypt,Proven experience in well knows ticketing platforms;Hands-on experience with help desk and remote-control software;Proven experience balancing multiple priorities and dealing wi...,• IT service management as a Help desk leader/manager in the retail industry• Hands-on experience with help desk and remote-control software• Solid technical background with an ability to give instructions to a non-technical audience.• ITIL Accreditation business & service operational management ( ITIL Specialist Create Deliver & Support)• Ability to develop and enhance the service desk processes.• Ability to create KPIs and manage the SLA.• Proven experience in well knows ticketing platforms.,"{'min': '3', 'max': '4'}","{'name': 'Centro CDX', 'id': '20010162', 'url': None}",020323500025,operations-leader-jobs-in-cairo-egypt-in-centro-cdx-3-to-4-years-n-cd-20010162-jid-020323500025,1677733200,1,False,False,False,True,False,,,False,False,,Store IT Operations Leader,Store IT Operations Leader,,False,False,False,False,False,0,False,Store IT Operations Leader,False,True,WEB,False
8,IT Technical Support,Cairo - Egypt,"• Provide hardware, software and all front-end technical support for internal users. • Troubleshoot and resolve hardware and software application issues • Respond to and resolve...","• Provide hardware, software and all front-end technical support for internal users.• Troubleshoot and resolve hardware and software application issues• Respond to and resolve help desk via telephone, email, and ticket portals• Manage service ticket queue, prioritize requests and perform work to meet or exceed user expectations and deadlines.• Set up new desktops and laptops with necessary business applications.• Installing and configuring computer hardware, software, systems, networks, printers and scanners.• Set up user accounts, permissions, mailboxes, groups, Users applications and other server administration items• Configure and troubleshoot hardware as necessary (computers, printers, mobile phones, networking, wiring, etc.).• Perform routine and preventative maintenance on printers, copiers, fax machines, scanners and other equipment.• Testing new technology and organizing cables and testing the passive network• Install, maintenance and testing security cams","{'min': '2', 'max': '3'}","{'name': 'PICO', 'id': '20010162', 'url': None}",020323500808,it-technical-support-jobs-in-cairo-egypt-in-pico-2-to-3-years-n-cd-20010162-jid-020323500808,1677733200,1,False,False,False,True,False,,,False,False,it technical support,IT Technical Support,IT Technical Support,,False,False,False,False,False,0,False,IT Technical Support,False,True,WEB,False
9,IT Help Desk Specialist,Cairo - Egypt,A willingness to learn new technologies;Must be willing to work Offshift Hours (Monday thru Friday 2am to 11am );Must have good English Skills;Experience supporting large user e...,"The primary focus of this role will be day-to-day systems administration and advanced troubleshooting of Microsoft distributed systems, specifically in the area of Active Directory and Exchange Services, as well as some project support as needed• Support Active Directory in a multi-site environment• Administer Windows Server 2012/R2/2016/2019• Administer Exchange 2010-2019 servers, Office 365• Respond to post-project technical support calls that are escalated from Level 2 or Level 3 NOC center• Solve problems related to installation, implementation, maintenance and operations of hardware and software and related infrastructure components• Install, upgrade and remove server applications• Perform direct follow-up with clients regarding remediation where appropriate• Interface with other elements of the client support structure including tracking client issues, updating client tickets and ensuring closure• Document all policies, procedures and standards around the build and continuing operation of servers and systemsThis is a full-time position offering comprehensive benefits, a competitive salary, paid training and progressive bonusesThis is a work from home position with the potential for some international travel as needed from time to time.","{'min': '3', 'max': '4'}","{'name': 'InitRes', 'id': '20010162', 'url': None}",020323500021,it-specialist-jobs-in-cairo-egypt-in-initres-3-to-4-years-n-cd-20010162-jid-020323500021,1677733200,1,False,False,False,True,False,,,False,False,,IT Help Desk Specialist,IT Help Desk Specialist,,False,False,False,False,False,0,False,IT Help Desk Specialist,False,True,WEB,False
